DATE,STATE,DISTRICT,CITY_TIER,PINCODE_COUNT,AGE_0_5,AGE_5_17,AGE_18_GREATER,TOTAL_POPULATION
2025-09-30,Arunachal Pradesh,West Kameng,Tier 3,3,1,3,0,4
2025-09-28,Rajasthan,Ganganagar,Tier 3,3,5,0,0,5
2025-11-02,Tripura,Khowai,Tier 3,4,8,4,0,12
2025-12-22,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Tier 3,2,4,1,0,5
2025-09-21,Assam,Lakhimpur,Tier 3,2,1,1,0,2
2025-09-21,Jharkhand,Lohardaga,Tier 3,2,2,4,0,6
2025-11-08,Tamil Nadu,Tirupattur,Tier 3,2,3,0,0,3
2025-09-14,Chhattisgarh,Kabirdham,Tier 3,3,16,2,0,18
2025-09-06,Ladakh,Leh,Tier 3,4,4,0,1,5
2025-11-17,Andhra Pradesh,Eluru,Tier 3,4,2,1,1,4
2025-09-22,Rajasthan,Hanumangarh,Tier 3,5,17,6,0,23
2025-09-09,Nagaland,Tuensang,Tier 3,2,3,3,1,7
2025-11-19,Jharkhand,Lohardaga,Tier 3,6,57,16,1,74
2025-06-01,West Bengal,Jalpaiguri,Tier 3,3,74,176,65,315
2025-10-18,Manipur,Bishnupur,Tier 3,3,20,13,0,33
2025-11-01,Haryana,Rewari,Tier 3,5,13,0,0,13
2025-12-23,Telangana,Komaram Bheem,Tier 3,3,6,0,0,6
2025-11-16,Meghalaya,Jaintia Hills,Tier 3,4,1,10,0,11
2025-11-12,Jammu and Kashmir,Reasi,Tier 3,3,7,4,0,11
2025-09-11,Sikkim,West Sikkim,Tier 3,2,3,5,0,8
2025-11-06,Arunachal Pradesh,Papum Pare,Tier 3,4,0,6,0,6
2025-11-12,Madhya Pradesh,Harda,Tier 3,7,22,5,3,30
2025-11-12,Meghalaya,West Khasi Hills,Tier 3,4,4,12,135,151
2025-12-15,Assam,Majuli,Tier 3,3,2,2,0,4
2025-09-21,Tamil Nadu,Tiruppur,Tier 3,2,1,1,0,2
2025-09-23,Madhya Pradesh,Maihar,Tier 3,4,8,1,0,9
2025-09-25,Nagaland,Phek,Tier 3,3,3,12,0,15
2025-09-29,Chhattisgarh,Uttar Bastar Kanker,Tier 3,2,2,1,0,3
2025-09-29,Meghalaya,South West Khasi Hills,Tier 3,2,3,4,1,8
2025-09-29,Telangana,Vikarabad,Tier 3,2,2,0,0,2
2025-09-28,Haryana,Panipat,Tier 3,3,8,0,0,8
2025-10-16,Tripura,Sepahijala,Tier 3,4,16,3,0,19
2025-12-28,Delhi,Shahdara,Tier 1,3,3,1,0,4
2025-12-15,Meghalaya,Jaintia Hills,Tier 3,6,4,16,16,36
2025-10-20,Jammu and Kashmir,Baramula,Tier 3,6,8,2,0,10
2025-11-07,Punjab,Ferozepur,Tier 3,3,3,0,1,4
2025-11-12,Uttarakhand,Champawat,Tier 3,2,3,1,0,4
2025-09-10,Arunachal Pradesh,Changlang,Tier 3,2,1,1,0,2
2025-11-08,Jharkhand,Chatra,Tier 3,7,56,38,0,94
2025-09-12,Himachal Pradesh,Kullu,Tier 3,7,6,0,1,7
2025-09-12,Nagaland,Kiphire,Tier 3,2,2,2,1,5
2025-09-14,Rajasthan,Jaisalmer,Tier 3,4,6,1,0,7
2025-09-14,Bihar,Sheohar,Tier 3,2,1,2,0,3
2025-09-14,Haryana,Rohtak,Tier 3,4,6,0,0,6
2025-09-29,Bihar,Bhagalpur,Tier 3,8,5,10,0,15
2025-09-17,Madhya Pradesh,Sheopur,Tier 3,5,45,63,2,110
2025-09-17,Mizoram,Kolasib,Tier 3,3,2,1,0,3
2025-10-20,Manipur,Ukhrul,Tier 3,2,5,1,0,6
2025-11-13,Ladakh,Kargil,Tier 3,4,5,2,0,7
2025-12-23,Jammu and Kashmir,Ramban,Tier 3,5,39,1,0,40
2025-09-20,Himachal Pradesh,Hamirpur,Tier 2,5,9,0,0,9
2025-04-01,Madhya Pradesh,Jhabua,Tier 3,2,466,372,48,886
2025-09-22,Assam,Darrang,Tier 3,4,8,0,0,8
2025-09-23,Madhya Pradesh,Alirajpur,Tier 3,7,21,17,0,38
2025-09-07,Telangana,Khammam,Tier 3,2,6,1,0,7
2025-05-01,Gujarat,Panchmahals,Tier 3,3,311,83,61,455
2025-09-22,Meghalaya,West Khasi Hills,Tier 3,2,9,11,15,35
2025-06-01,Bihar,Siwan,Tier 3,2,185,298,21,504
2025-09-24,Andhra Pradesh,Parvathipuram Manyam,Tier 3,3,4,0,0,4
2025-09-05,Gujarat,Patan,Tier 3,2,3,0,0,3
2025-09-05,Gujarat,Junagadh,Tier 3,3,4,0,0,4
2025-09-11,Tamil Nadu,Kallakurichi,Tier 3,4,3,2,0,5
2025-09-21,Chhattisgarh,Baloda Bazar,Tier 3,3,3,2,0,5
2025-09-05,Maharashtra,Jalna,Tier 3,10,13,3,0,16
2025-09-22,Jammu and Kashmir,Poonch,Tier 3,4,12,3,0,15
2025-04-01,Assam,Bongaigaon,Tier 3,3,221,87,61,369
2025-09-21,Telangana,Nalgonda,Tier 3,2,0,2,0,2
2025-09-16,Madhya Pradesh,Maihar,Tier 3,3,5,0,0,5
2025-12-31,Bihar,Sheikhpura,Tier 3,8,20,81,1,102
2025-10-21,Karnataka,Hassan,Tier 3,3,3,0,0,3
2025-10-24,Nagaland,Phek,Tier 3,4,3,17,0,20
2025-09-07,Gujarat,Rajkot,Tier 2,2,2,0,0,2
2025-10-20,Madhya Pradesh,Raisen,Tier 3,6,8,1,0,9
2025-10-20,Telangana,Mahabubabad,Tier 3,2,3,0,0,3
2025-10-27,Mizoram,Serchhip,Tier 3,2,3,0,0,3
2025-09-17,Meghalaya,West Khasi Hills,Tier 3,2,6,16,9,31
2025-10-27,Gujarat,Jamnagar,Tier 2,3,1,2,0,3
2025-09-19,Chhattisgarh,Sukma,Tier 3,3,5,1,0,6
2025-12-23,Meghalaya,North Garo Hills,Tier 3,2,2,0,0,2
2025-09-26,Telangana,Hanumakonda,Tier 3,3,3,1,0,4
2025-09-05,Meghalaya,North Garo Hills,Tier 3,3,3,7,4,14
2025-09-27,Maharashtra,Bhandara,Tier 3,2,2,0,0,2
2025-09-08,Meghalaya,South Garo Hills,Tier 3,3,2,21,9,32
2025-09-10,Meghalaya,North Garo Hills,Tier 3,3,6,9,0,15
2025-10-17,Arunachal Pradesh,Tawang,Tier 3,2,2,0,0,2
2025-09-01,Manipur,Ukhrul,Tier 3,2,1,6,0,7
2025-09-21,Madhya Pradesh,Umaria,Tier 3,3,3,5,0,8
2025-09-30,Uttar Pradesh,Mainpuri,Tier 3,2,0,3,0,3
2025-09-24,Meghalaya,South West Khasi Hills,Tier 3,2,3,3,8,14
2025-10-26,Jharkhand,Lohardaga,Tier 3,2,4,0,1,5
2025-09-27,Delhi,East Delhi,Tier 1,7,27,6,0,33
2025-09-19,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Tier 3,2,2,1,0,3
2025-10-21,Uttarakhand,Uttarkashi,Tier 3,2,0,1,2,3
2025-10-22,West Bengal,North 24 Parganas,Tier 3,2,2,0,0,2
2025-10-23,Maharashtra,Pune,Tier 1,2,1,1,0,2
2025-09-15,Nagaland,Zunheboto,Tier 3,2,2,3,0,5
2025-10-20,Madhya Pradesh,Jhabua,Tier 3,4,8,2,0,10
2025-10-22,Nagaland,Tuensang,Tier 3,2,0,0,2,2
2025-09-26,Haryana,Charkhi Dadri,Tier 3,5,6,0,0,6
2025-10-26,Mizoram,Lawngtlai,Tier 3,3,3,0,0,3
2025-09-19,Lakshadweep,Lakshadweep,Tier 3,2,1,1,0,2
2025-09-21,Andhra Pradesh,Srikakulam,Tier 3,3,2,1,0,3
2025-09-24,Punjab,Malerkotla,Tier 3,5,13,0,0,13
2025-10-18,Assam,Charaideo,Tier 3,6,6,7,0,13
2025-10-29,Uttarakhand,Champawat,Tier 3,4,6,1,0,7
2025-09-11,Delhi,New Delhi,Tier 1,2,4,0,1,5
2025-09-27,Bihar,Kishanganj,Tier 3,6,36,6,0,42
2025-09-27,Odisha,Malkangiri,Tier 3,3,2,1,0,3
2025-11-05,Chhattisgarh,Mahasamund,Tier 3,7,46,11,0,57
2025-09-13,Karnataka,Kodagu,Tier 3,2,1,1,0,2
2025-09-27,Jammu and Kashmir,Udhampur,Tier 3,2,6,1,0,7
2025-10-24,Chhattisgarh,Surguja,Tier 3,6,18,8,0,26
2025-10-24,Nagaland,Mon,Tier 3,4,7,24,0,31
2025-10-21,Uttar Pradesh,Etah,Tier 3,2,2,0,0,2
2025-10-25,Gujarat,Tapi,Tier 3,4,5,1,0,6
2025-12-28,Chhattisgarh,Sukma,Tier 3,2,16,3,0,19
2025-10-25,Manipur,Tamenglong,Tier 3,4,3,15,0,18
2025-09-17,Andaman and Nicobar Islands,Andamans,Tier 3,2,2,1,0,3
2025-11-10,Delhi,Shahdara,Tier 1,4,4,2,0,6
2025-11-17,Telangana,Nirmal,Tier 3,3,6,0,0,6
2025-09-18,Himachal Pradesh,Kullu,Tier 3,4,3,0,1,4
2025-12-27,Uttarakhand,Champawat,Tier 3,2,3,0,0,3
2025-11-04,Kerala,Kannur,Tier 2,2,1,1,0,2
2025-10-19,Meghalaya,West Khasi Hills,Tier 3,2,11,15,0,26
2025-11-01,Tripura,Unakoti,Tier 3,3,2,2,1,5
2025-09-28,Assam,Dhubri,Tier 3,5,1,4,0,5
2025-11-06,Uttarakhand,Champawat,Tier 3,6,10,3,0,13
2025-12-29,Jharkhand,Lohardaga,Tier 3,5,35,8,0,43
2025-09-27,Haryana,Charkhi Dadri,Tier 3,2,2,0,0,2
2025-10-31,Andaman and Nicobar Islands,Andamans,Tier 3,2,2,0,0,2
2025-09-09,Assam,Dima Hasao,Tier 3,4,2,4,0,6
2025-11-17,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Tier 3,2,1,3,0,4
2025-11-17,Jammu and Kashmir,Pulwama,Tier 3,4,5,2,0,7
2025-12-29,Punjab,Malerkotla,Tier 3,4,4,2,1,7
2025-10-29,Jammu and Kashmir,Bandipore,Tier 3,3,12,1,0,13
2025-12-15,Tamil Nadu,Ranipet,Tier 3,4,5,1,0,6
2025-11-15,Nagaland,Zunheboto,Tier 3,4,3,2,2,7
2025-10-21,Madhya Pradesh,Ratlam,Tier 2,3,3,1,0,4
2025-10-26,Nagaland,Zunheboto,Tier 3,2,0,6,0,6
2025-09-27,Jammu and Kashmir,Reasi,Tier 3,2,2,0,0,2
2025-11-09,Tripura,South Tripura,Tier 3,7,13,5,0,18
2025-11-01,Delhi,Shahdara,Tier 1,2,1,2,0,3
2025-11-18,Meghalaya,West Khasi Hills,Tier 3,2,1,9,2,12
2025-09-14,Maharashtra,Dharashiv,Tier 3,2,0,2,0,2
2025-11-25,Assam,Majuli,Tier 3,2,2,0,0,2
2025-11-15,Tamil Nadu,Ranipet,Tier 3,3,5,0,0,5
2025-12-24,West Bengal,Jhargram,Tier 3,5,5,0,0,5
2025-10-17,Mizoram,Lunglei,Tier 3,3,9,0,0,9
2025-11-03,Jammu and Kashmir,Kulgam,Tier 3,2,6,3,0,9
2025-12-22,Jammu and Kashmir,Ganderbal,Tier 3,5,25,1,0,26
2025-09-22,Mizoram,Lunglei,Tier 3,4,6,0,0,6
2025-06-01,Madhya Pradesh,Alirajpur,Tier 3,4,376,586,84,1046
2025-07-01,Uttar Pradesh,Kasganj,Tier 3,2,1047,1168,33,2248
2025-09-03,Jharkhand,Latehar,Tier 3,5,4,2,1,7
2025-09-27,Punjab,Fazilka,Tier 3,3,7,1,0,8
2025-09-29,Punjab,Mansa,Tier 3,2,1,1,0,2
2025-09-05,Sikkim,West Sikkim,Tier 3,4,5,2,0,7
2025-11-11,Haryana,Palwal,Tier 3,6,46,4,0,50
2025-11-04,Jharkhand,Gumla,Tier 3,2,1,1,0,2
2025-11-17,Jammu and Kashmir,Kishtwar,Tier 3,3,3,2,0,5
2025-09-06,Jammu and Kashmir,Kishtwar,Tier 3,3,10,3,0,13
2025-12-15,Haryana,Nuh,Tier 3,6,175,15,1,191
2025-09-20,Jammu and Kashmir,Kulgam,Tier 3,2,4,3,0,7
2025-04-01,Madhya Pradesh,Indore,Tier 2,3,830,205,48,1083
2025-07-01,Assam,Hojai,Tier 3,2,1750,350,23,2123
2025-07-01,Gujarat,Porbandar,Tier 3,3,450,89,56,595
2025-06-01,Madhya Pradesh,Ashok Nagar,Tier 3,2,437,408,23,868
2025-11-19,Arunachal Pradesh,East Siang,Tier 3,2,2,3,2,7
2025-09-10,Meghalaya,South West Garo Hills,Tier 3,3,18,10,5,33
2025-09-11,Nagaland,Peren,Tier 3,2,2,5,1,8
2025-10-23,Bihar,Jamui,Tier 3,2,0,0,2,2
2025-10-21,Jharkhand,Pakur,Tier 3,2,3,0,0,3
2025-10-21,Delhi,East Delhi,Tier 1,3,1,2,0,3
2025-10-18,Assam,South Salmara Mankachar,Tier 3,3,16,2,0,18
2025-09-16,Assam,South Salmara Mankachar,Tier 3,3,17,2,0,19
2025-09-18,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,2,4,0,0,4
2025-10-15,Gujarat,Dang,Tier 3,4,13,0,0,13
2025-11-01,Pondicherry,Karaikal,Tier 3,2,3,0,0,3
2025-11-08,Assam,Tamulpur,Tier 3,2,0,2,0,2
2025-09-12,Jammu and Kashmir,Budgam,Tier 3,3,11,0,0,11
2025-09-03,Manipur,Bishnupur,Tier 3,3,9,8,0,17
2025-09-25,Delhi,New Delhi,Tier 1,2,2,1,0,3
2025-09-25,Meghalaya,South Garo Hills,Tier 3,4,3,36,0,39
2025-09-29,Uttarakhand,Rudraprayag,Tier 3,2,2,0,0,2
2025-09-07,Rajasthan,Pratapgarh,Tier 3,2,12,2,0,14
2025-10-13,Madhya Pradesh,Maihar,Tier 3,3,3,0,2,5
2025-11-02,West Bengal,Alipurduar,Tier 3,4,6,4,0,10
2025-12-31,Punjab,Barnala,Tier 3,4,1,4,0,5
2025-09-12,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,2,2,0,0,2
2025-09-13,Tripura,Dhalai,Tier 3,2,2,1,0,3
2025-09-28,Madhya Pradesh,Ashok Nagar,Tier 3,2,1,1,0,2
2025-10-13,Assam,West Karbi Anglong,Tier 3,3,1,3,0,4
2025-10-21,Madhya Pradesh,Betul,Tier 3,4,4,1,0,5
2025-11-04,Kerala,Alappuzha,Tier 3,2,1,1,0,2
2025-11-03,Haryana,Rewari,Tier 3,8,13,2,0,15
2025-09-28,Jharkhand,Godda,Tier 3,2,2,1,0,3
2025-11-10,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,2,1,1,0,2
2025-10-24,Arunachal Pradesh,Namsai,Tier 3,3,4,1,0,5
2025-09-14,Bihar,Munger,Tier 3,2,3,0,0,3
2025-09-16,Arunachal Pradesh,Papum Pare,Tier 3,2,3,0,0,3
2025-11-16,Maharashtra,Gondiya,Tier 3,5,37,0,0,37
2025-11-05,Himachal Pradesh,Lahaul and Spiti,Tier 3,2,3,0,0,3
2025-12-28,Meghalaya,North Garo Hills,Tier 3,2,1,3,0,4
2025-11-09,Mizoram,Lawngtlai,Tier 3,2,5,3,0,8
2025-11-12,Madhya Pradesh,Burhanpur,Tier 3,4,24,4,0,28
2025-09-27,Karnataka,Bengaluru South,Tier 3,3,3,0,0,3
2025-10-21,Meghalaya,Jaintia Hills,Tier 3,2,0,2,8,10
2025-04-01,Gujarat,Arvalli,Tier 3,2,144,32,30,206
2025-05-01,Uttar Pradesh,Meerut,Tier 2,2,1663,1146,38,2847
2025-09-03,Arunachal Pradesh,West Kameng,Tier 3,2,2,0,0,2
2025-09-23,Tripura,Khowai,Tier 3,2,3,1,0,4
2025-09-27,Punjab,Tarn Taran,Tier 3,5,5,2,0,7
2025-09-26,Nagaland,Longleng,Tier 3,2,0,3,0,3
2025-09-05,Telangana,Jogulamba Gadwal,Tier 3,2,2,1,0,3
2025-09-08,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Tier 3,3,3,5,0,8
2025-12-22,Chhattisgarh,Kondagaon,Tier 3,4,55,1,0,56
2025-11-10,Gujarat,Botad,Tier 3,5,7,1,0,8
2025-11-17,Nagaland,Tuensang,Tier 3,2,1,1,0,2
2025-04-01,Telangana,Hyderabad,Tier 1,2,252,32,22,306
2025-09-24,Delhi,Shahdara,Tier 1,3,2,3,1,6
2025-09-03,Arunachal Pradesh,Lower Subansiri,Tier 3,2,4,1,0,5
2025-09-27,Gujarat,Bhavnagar,Tier 2,4,5,1,0,6
2025-09-05,Chhattisgarh,Jashpur,Tier 3,2,4,0,0,4
2025-09-07,Telangana,Vikarabad,Tier 3,2,4,0,0,4
2025-09-20,Uttarakhand,Uttarkashi,Tier 3,2,2,1,0,3
2025-09-21,Rajasthan,Udaipur,Tier 3,2,2,0,0,2
2025-10-16,Himachal Pradesh,Kinnaur,Tier 3,2,2,0,0,2
2025-11-04,Jharkhand,Ramgarh,Tier 3,2,2,0,0,2
2025-11-10,Madhya Pradesh,Niwari,Tier 3,3,4,0,0,4
2025-10-24,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Tier 3,2,6,0,0,6
2025-10-21,Chandigarh,Chandigarh,Tier 2,2,2,0,0,2
2025-09-14,Gujarat,Bharuch,Tier 3,3,4,0,0,4
2025-09-16,Nagaland,Peren,Tier 3,2,0,3,3,6
2025-09-17,Assam,West Karbi Anglong,Tier 3,2,2,3,4,9
2025-09-01,Jammu and Kashmir,Kulgam,Tier 3,2,21,5,0,26
2025-09-20,Nagaland,Tuensang,Tier 3,2,3,6,0,9
2025-09-21,Tamil Nadu,Sivaganga,Tier 3,2,1,1,0,2
2025-09-24,Chhattisgarh,Dantewada,Tier 3,3,5,1,0,6
2025-09-25,Mizoram,Saiha,Tier 3,2,2,1,0,3
2025-09-26,Meghalaya,South West Khasi Hills,Tier 3,2,1,4,1,6
2025-09-30,Rajasthan,Udaipur,Tier 3,2,0,2,0,2
2025-10-13,Manipur,Tamenglong,Tier 3,3,9,8,0,17
2025-09-30,Uttar Pradesh,Fatehpur,Tier 3,4,1,3,0,4
2025-09-14,Jharkhand,Simdega,Tier 3,2,2,0,0,2
2025-09-15,Mizoram,Lawngtlai,Tier 3,2,3,2,0,5
2025-09-29,Jammu and Kashmir,Ramban,Tier 3,2,2,1,0,3
2025-10-21,Chhattisgarh,Kondagaon,Tier 3,2,1,1,0,2
2025-09-18,Nagaland,Peren,Tier 3,2,1,1,0,2
2025-12-23,Assam,Majuli,Tier 3,2,2,0,0,2
2025-10-21,Punjab,Faridkot,Tier 3,2,2,1,0,3
2025-09-05,Ladakh,Kargil,Tier 3,2,2,1,0,3
2025-12-23,Ladakh,Leh,Tier 3,3,4,0,0,4
2025-10-24,Jharkhand,Lohardaga,Tier 3,2,4,2,0,6
2025-09-06,Gujarat,Dang,Tier 3,2,8,0,0,8
2025-11-08,Mizoram,Lunglei,Tier 3,4,6,1,0,7
2025-11-09,Assam,West Karbi Anglong,Tier 3,2,0,2,0,2
2025-11-17,Andhra Pradesh,Palnadu,Tier 3,4,3,0,1,4
2025-09-27,Assam,South Salmara Mankachar,Tier 3,3,4,1,0,5
2025-12-28,Jammu and Kashmir,Samba,Tier 3,2,7,0,0,7
2025-07-01,Haryana,Gurugram,Tier 3,4,1252,399,113,1764
2025-06-01,Jharkhand,Ranchi,Tier 2,2,259,273,34,566
2025-09-30,Punjab,S.A.S Nagar,Tier 3,2,2,0,0,2
2025-09-07,Gujarat,Valsad,Tier 3,2,3,0,0,3
2025-09-09,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,2,1,1,0,2
2025-10-20,Haryana,Sirsa,Tier 3,3,5,0,0,5
2025-09-16,Mizoram,Champhai,Tier 3,2,6,1,0,7
2025-10-26,Chhattisgarh,Gariyaband,Tier 3,2,4,1,0,5
2025-12-24,Jammu and Kashmir,Poonch,Tier 3,4,24,6,0,30
2025-09-21,Karnataka,Kolar,Tier 3,1,0,1,0,1
2025-06-01,Punjab,S.A.S Nagar,Tier 3,1,193,75,14,282
2025-07-01,Uttar Pradesh,Budaun,Tier 3,3,1617,1656,53,3326
2025-07-01,Bihar,Begusarai,Tier 3,1,377,372,13,762
2025-09-23,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Tier 3,3,13,1,0,14
2025-09-02,Arunachal Pradesh,Longding,Tier 3,1,6,9,0,15
2025-09-21,Chhattisgarh,Bastar,Tier 3,1,2,2,0,4
2025-09-04,Manipur,Jiribam,Tier 3,1,1,0,0,1
2025-09-30,Tamil Nadu,Kanyakumari,Tier 3,3,2,1,0,3
2025-09-10,Manipur,Bishnupur,Tier 3,3,9,9,0,18
2025-09-14,Punjab,Barnala,Tier 3,1,1,0,0,1
2025-09-07,Uttar Pradesh,Baghpat,Tier 3,3,7,2,0,9
2025-09-30,Telangana,Mancherial,Tier 3,1,1,0,0,1
2025-09-18,Himachal Pradesh,Bilaspur,Tier 2,4,4,0,0,4
2025-09-19,Arunachal Pradesh,West Kameng,Tier 3,2,2,3,0,5
2025-12-21,Haryana,Charkhi Dadri,Tier 3,4,5,0,0,5
2025-11-13,Delhi,New Delhi,Tier 1,2,1,2,0,3
2025-07-01,Bihar,Lakhisarai,Tier 3,2,607,972,29,1608
2025-10-22,Jharkhand,Garhwa,Tier 3,1,1,0,0,1
2025-12-26,Chhattisgarh,Sakti,Tier 3,2,2,0,0,2
2025-09-22,Tamil Nadu,Ranipet,Tier 3,1,1,0,0,1
2025-10-20,Punjab,Sri Muktsar Sahib,Tier 3,1,1,0,0,1
2025-09-26,Arunachal Pradesh,Longding,Tier 3,1,1,2,0,3
2025-09-19,Arunachal Pradesh,Siang,Tier 3,1,0,1,0,1
2025-11-09,Manipur,Tamenglong,Tier 3,6,1,10,1,12
2025-12-26,Chhattisgarh,Gaurella Pendra Marwahi,Tier 3,1,1,0,1,2
2025-11-12,Gujarat,Morbi,Tier 3,5,22,3,2,27
2025-12-27,Nagaland,Kiphire,Tier 3,1,2,1,0,3
2025-10-23,West Bengal,Dakshin Dinajpur,Tier 3,1,1,0,0,1
2025-10-20,Madhya Pradesh,Burhanpur,Tier 3,4,8,2,0,10
2025-09-11,Uttar Pradesh,Hapur,Tier 3,5,44,37,1,82
2025-10-20,Haryana,Jhajjar,Tier 3,3,6,0,0,6
2025-09-08,Arunachal Pradesh,Namsai,Tier 3,2,3,7,0,10
2025-10-24,Arunachal Pradesh,Dibang Valley,Tier 3,1,0,1,0,1
2025-09-13,Manipur,Churachandpur,Tier 3,1,6,1,0,7
2025-11-03,Nagaland,Shamator,Tier 3,1,0,2,0,2
2025-11-04,Uttar Pradesh,Sambhal,Tier 3,2,2,0,0,2
2025-09-22,Haryana,Kaithal,Tier 3,2,2,0,0,2
2025-09-01,Andaman and Nicobar Islands,Nicobars,Tier 3,2,10,2,0,12
2025-09-06,Madhya Pradesh,Niwari,Tier 3,2,2,0,0,2
2025-09-21,Telangana,Peddapalli,Tier 3,1,1,0,0,1
2025-10-24,Mizoram,Saiha,Tier 3,2,5,0,2,7
2025-10-19,Gujarat,Porbandar,Tier 3,6,7,2,1,10
2025-11-03,Madhya Pradesh,Sheopur,Tier 3,3,12,6,0,18
2025-11-06,Arunachal Pradesh,Kra Daadi,Tier 3,1,0,2,0,2
2025-09-29,Assam,South Salmara Mankachar,Tier 3,2,2,2,0,4
2025-10-20,Gujarat,Narmada,Tier 3,1,1,0,0,1
2025-11-04,Bihar,Banka,Tier 3,1,1,0,0,1
2025-12-24,Assam,West Karbi Anglong,Tier 3,1,1,0,0,1
2025-10-27,Nagaland,Mon,Tier 3,3,8,15,0,23
2025-09-19,Arunachal Pradesh,Longding,Tier 3,1,3,16,0,19
2025-11-01,Maharashtra,Gondiya,Tier 3,3,3,0,0,3
2025-11-16,Uttarakhand,Rudraprayag,Tier 3,6,11,1,0,12
2025-11-04,Rajasthan,Bharatpur,Tier 3,3,0,3,0,3
2025-11-02,Chhattisgarh,Mungeli,Tier 3,5,74,9,0,83
2025-12-26,Manipur,Imphal East,Tier 3,5,6,9,0,15
2025-09-17,Arunachal Pradesh,Changlang,Tier 3,1,1,0,0,1
2025-07-01,Sikkim,Namchi,Tier 3,1,100,147,13,260
2025-09-30,Uttar Pradesh,Banda,Tier 3,1,1,0,0,1
2025-11-04,Telangana,Nagarkurnool,Tier 3,1,0,1,0,1
2025-11-17,Madhya Pradesh,Mauganj,Tier 3,1,1,0,0,1
2025-11-04,Bihar,Araria,Tier 3,1,0,1,0,1
2025-11-07,Nagaland,Longleng,Tier 3,1,0,3,1,4
2025-11-10,Himachal Pradesh,Lahaul and Spiti,Tier 3,1,1,0,0,1
2025-11-17,Meghalaya,East Garo Hills,Tier 3,2,0,2,8,10
2025-03-09,Uttar Pradesh,Firozabad,Tier 3,1,28,26,10,64
2025-09-23,Tripura,Unakoti,Tier 3,4,4,3,0,7
2025-09-12,Chhattisgarh,Mungeli,Tier 3,5,51,6,0,57
2025-12-26,Pondicherry,Karaikal,Tier 3,2,2,0,0,2
2025-03-20,Assam,Dibrugarh,Tier 3,1,10,12,14,36
2025-05-01,Uttar Pradesh,Kushinagar,Tier 3,1,170,229,10,409
2025-09-27,Punjab,Mansa,Tier 3,1,2,0,0,2
2025-10-22,Gujarat,Rajkot,Tier 2,3,2,1,0,3
2025-09-07,Bihar,Buxar,Tier 3,3,0,3,0,3
2025-10-20,Arunachal Pradesh,Changlang,Tier 3,2,1,2,0,3
2025-11-04,Uttar Pradesh,Auraiya,Tier 3,2,3,0,0,3
2025-09-11,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,2,2,0,0,2
2025-10-20,Jharkhand,Latehar,Tier 3,2,3,0,0,3
2025-10-21,Meghalaya,West Khasi Hills,Tier 3,2,0,5,0,5
2025-10-21,Madhya Pradesh,Seoni,Tier 3,2,2,0,0,2
2025-10-21,Punjab,Pathankot,Tier 3,3,4,0,0,4
2025-11-15,Arunachal Pradesh,Kra Daadi,Tier 3,1,1,2,0,3
2025-09-17,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Tier 3,4,14,3,0,17
2025-09-13,Arunachal Pradesh,Siang,Tier 3,1,1,0,0,1
2025-10-23,Uttar Pradesh,Shrawasti,Tier 3,1,1,0,0,1
2025-09-18,Tamil Nadu,Ranipet,Tier 3,1,1,0,0,1
2025-07-01,Jammu and Kashmir,Shopian,Tier 3,1,308,84,20,412
2025-12-21,Mizoram,Saiha,Tier 3,1,1,0,0,1
2025-12-28,Meghalaya,East Garo Hills,Tier 3,1,0,1,0,1
2025-09-18,Jammu and Kashmir,Shopian,Tier 3,1,7,0,0,7
2025-09-20,Lakshadweep,Lakshadweep,Tier 3,1,1,0,0,1
2025-05-01,Assam,Barpeta,Tier 3,1,90,83,10,183
2025-09-02,Nagaland,Noklak,Tier 3,1,0,1,0,1
2025-09-03,Chhattisgarh,Narayanpur,Tier 3,1,7,2,0,9
2025-09-29,Haryana,Mahendragarh,Tier 3,2,2,0,0,2
2025-09-12,Himachal Pradesh,Lahaul and Spiti,Tier 3,1,2,0,0,2
2025-11-04,Jammu and Kashmir,Doda,Tier 3,1,1,0,0,1
2025-10-18,Jammu and Kashmir,Shopian,Tier 3,1,6,1,0,7
2025-09-21,Tamil Nadu,Coimbatore,Tier 2,3,2,1,0,3
2025-11-14,Jammu and Kashmir,Shopian,Tier 3,1,4,2,0,6
2025-09-29,Gujarat,Mahisagar,Tier 3,3,3,0,0,3
2025-10-16,Andhra Pradesh,Anakapalli,Tier 3,5,5,0,0,5
2025-09-12,Arunachal Pradesh,Lower Subansiri,Tier 3,1,0,1,0,1
2025-09-14,Nagaland,Tuensang,Tier 3,2,1,9,0,10
