DATE,STATE,DISTRICT,CITY_TIER,PINCODE_COUNT,DEMO_AGE_5_17,DEMO_AGE_17_PLUS,TOTAL_DEMO_COUNT
2025-12-11,Uttar Pradesh,Etawah,Tier 3,10,38,324,362
2025-12-11,Uttar Pradesh,Firozabad,Tier 3,19,147,1844,1991
2025-12-11,Bihar,Munger,Tier 3,11,30,484,514
2025-12-15,West Bengal,Jhargram,Tier 3,19,18,66,84
2025-12-15,Tripura,South Tripura,Tier 3,17,57,570,627
2025-12-15,Gujarat,Ahmedabad,Tier 1,50,192,1694,1886
2025-12-15,Gujarat,Arvalli,Tier 3,15,9,64,73
2025-12-14,Uttar Pradesh,Saharanpur,Tier 2,19,80,755,835
2025-11-25,Gujarat,Patan,Tier 3,11,4,55,59
2025-11-28,Madhya Pradesh,Mauganj,Tier 3,6,2,58,60
2025-12-23,Odisha,Rayagada,Tier 3,15,48,318,366
2025-12-26,West Bengal,Jhargram,Tier 3,14,11,72,83
2025-12-28,Bihar,Kishanganj,Tier 3,5,20,207,227
2025-12-29,Assam,Barpeta,Tier 3,19,50,557,607
2025-09-03,Odisha,Gajapati,Tier 3,13,40,207,247
2025-09-07,Haryana,Rohtak,Tier 3,6,1,28,29
2025-09-06,Uttar Pradesh,Bareilly,Tier 2,23,399,1932,2331
2025-09-08,Jammu and Kashmir,Udhampur,Tier 3,17,3,136,139
2025-09-09,Chhattisgarh,Mungeli,Tier 3,5,21,383,404
2025-09-13,Bihar,Lakhisarai,Tier 3,9,49,533,582
2025-09-16,Himachal Pradesh,Kinnaur,Tier 3,7,1,22,23
2025-09-18,Punjab,Mansa,Tier 3,11,15,180,195
2025-09-20,Telangana,Mahabubabad,Tier 3,14,20,184,204
2025-10-27,Tripura,North Tripura,Tier 3,11,3,35,38
2025-11-02,Haryana,Ambala,Tier 3,15,20,115,135
2025-12-19,Punjab,Sangrur,Tier 3,14,8,224,232
2025-10-19,Telangana,Siddipet,Tier 3,27,63,427,490
2025-12-21,Tamil Nadu,Virudhunagar,Tier 3,35,35,315,350
2025-10-17,Tamil Nadu,Tirupattur,Tier 3,13,5,32,37
2025-11-08,Telangana,Medchal-Malkajgiri,Tier 3,27,194,719,913
2025-12-07,Assam,Sivasagar,Tier 3,17,4,35,39
2025-12-18,Assam,Sribhumi,Tier 3,19,13,77,90
2025-10-13,Haryana,Gurugram,Tier 3,16,7,117,124
2025-09-04,Karnataka,Ballari,Tier 3,30,20,183,203
2025-03-01,Maharashtra,Chhatrapati Sambhajinagar,Tier 3,22,1625,23994,25619
2025-11-17,West Bengal,Purulia,Tier 2,28,103,1131,1234
2025-09-19,Telangana,Bhadradri Kothagudem,Tier 3,13,18,200,218
2025-11-03,Andhra Pradesh,Alluri Sitharama Raju,Tier 3,24,15,149,164
2025-09-04,Haryana,Panipat,Tier 3,11,28,241,269
2025-11-07,West Bengal,South 24 Parganas,Tier 3,65,367,5682,6049
2025-11-07,Manipur,Senapati,Tier 3,9,42,305,347
2025-11-03,Assam,Dibrugarh,Tier 3,25,38,428,466
2025-11-18,Telangana,Vikarabad,Tier 3,14,30,145,175
2025-10-20,Jammu and Kashmir,Samba,Tier 3,5,1,8,9
2025-11-29,Tamil Nadu,Tirupattur,Tier 3,15,7,80,87
2025-12-22,Assam,Golaghat,Tier 3,19,6,134,140
2025-10-21,Himachal Pradesh,Hamirpur,Tier 2,11,2,15,17
2025-12-24,Madhya Pradesh,Guna,Tier 3,15,52,258,310
2025-12-15,Assam,Dima Hasao,Tier 3,6,7,55,62
2025-12-06,Uttarakhand,Haridwar,Tier 3,10,76,635,711
2025-11-07,Uttar Pradesh,Jalaun,Tier 3,14,33,649,682
2025-12-13,Madhya Pradesh,Barwani,Tier 3,9,61,388,449
2025-12-02,Chhattisgarh,Jashpur,Tier 3,11,113,816,929
2025-09-04,Manipur,Tamenglong,Tier 3,5,11,39,50
2025-12-13,Odisha,Dhenkanal,Tier 3,8,7,52,59
2025-11-29,Tamil Nadu,Kallakurichi,Tier 3,8,7,33,40
2025-11-27,Andhra Pradesh,NTR,Tier 3,34,43,362,405
2025-10-19,Uttar Pradesh,Jalaun,Tier 3,10,29,154,183
2025-12-19,Chhattisgarh,Rajnandgaon,Tier 3,10,70,693,763
2025-03-01,Madhya Pradesh,Tikamgarh,Tier 3,16,2254,13150,15404
2025-11-05,Maharashtra,Akola,Tier 2,15,13,102,115
2025-11-11,Bihar,Paschim Champaran,Tier 3,4,2,2,4
2025-11-05,Uttar Pradesh,Maharajganj,Tier 3,9,76,479,555
2025-09-14,Telangana,Nagarkurnool,Tier 3,9,2,23,25
2025-12-06,Haryana,Gurugram,Tier 3,21,91,816,907
2025-10-31,Jharkhand,West Singhbum,Tier 3,12,25,506,531
2025-11-15,Jammu and Kashmir,Srinagar,Tier 2,19,20,320,340
2025-09-08,Gujarat,Patan,Tier 3,16,20,147,167
2025-11-18,Odisha,Sambalpur,Tier 3,19,29,245,274
2025-10-21,Madhya Pradesh,Singrauli,Tier 3,11,19,67,86
2025-11-10,Gujarat,Amreli,Tier 3,24,9,182,191
2025-09-17,Madhya Pradesh,Agar Malwa,Tier 3,5,10,84,94
2025-11-16,Karnataka,Bengaluru South,Tier 3,8,1,32,33
2025-12-08,Maharashtra,Parbhani,Tier 3,18,108,1262,1370
2025-12-01,Madhya Pradesh,Umaria,Tier 3,3,8,68,76
2025-12-12,Karnataka,Chitradurga,Tier 3,36,76,500,576
2025-12-20,Gujarat,Chhotaudepur,Tier 3,14,13,52,65
2025-12-19,Punjab,Pathankot,Tier 3,11,13,147,160
2025-12-20,Madhya Pradesh,Dindori,Tier 3,8,21,190,211
2025-12-20,Manipur,Senapati,Tier 3,15,25,55,80
2025-12-15,Uttar Pradesh,Jalaun,Tier 3,20,44,863,907
2025-12-16,Uttar Pradesh,Siddharthnagar,Tier 3,19,87,965,1052
2025-12-11,Punjab,Fatehgarh Sahib,Tier 3,13,3,85,88
2025-12-22,Andhra Pradesh,Anantapur,Tier 3,82,101,692,793
2025-12-26,Andhra Pradesh,Anakapalli,Tier 3,15,13,83,96
2025-12-26,Andhra Pradesh,Eluru,Tier 3,26,4,77,81
2025-12-23,Tripura,Dhalai,Tier 3,11,61,465,526
2025-12-28,Rajasthan,Beawar,Tier 3,8,4,27,31
2025-12-28,Uttar Pradesh,Hardoi,Tier 3,14,56,641,697
2025-03-01,Andhra Pradesh,Eluru,Tier 3,14,283,2536,2819
2025-09-13,Delhi,South Delhi,Tier 1,16,58,482,540
2025-09-14,Madhya Pradesh,Ujjain,Tier 2,14,2,44,46
2025-09-18,Andhra Pradesh,Palnadu,Tier 3,25,10,122,132
2025-09-17,Punjab,Bathinda,Tier 3,19,31,382,413
2025-10-15,Rajasthan,Karauli,Tier 3,22,59,394,453
2025-10-26,Uttar Pradesh,Mainpuri,Tier 3,17,65,679,744
2025-12-26,Uttar Pradesh,Jhansi,Tier 2,16,39,526,565
2025-12-19,Assam,Karbi Anglong,Tier 3,14,24,196,220
2025-12-19,Goa,South Goa,Tier 3,24,14,122,136
2025-11-02,Bihar,Rohtas,Tier 3,31,36,445,481
2025-09-10,Tamil Nadu,Perambalur,Tier 3,13,5,87,92
2025-12-27,Uttarakhand,Rudraprayag,Tier 3,8,4,44,48
2025-09-19,Madhya Pradesh,Dhar,Tier 3,11,12,151,163
2025-09-19,Madhya Pradesh,Maihar,Tier 3,7,1,33,34
2025-11-05,Uttar Pradesh,Mathura,Tier 2,16,90,450,540
2025-11-28,Gujarat,Surendranagar,Tier 3,31,35,538,573
2025-09-05,Gujarat,Surendranagar,Tier 3,16,2,40,42
2025-12-27,Punjab,S.A.S Nagar,Tier 3,18,26,335,361
2025-12-25,Chhattisgarh,Uttar Bastar Kanker,Tier 3,12,29,101,130
2025-09-19,Jharkhand,Koderma,Tier 3,5,14,160,174
2025-10-15,Maharashtra,Dharashiv,Tier 3,21,31,1033,1064
2025-10-20,Maharashtra,Dharashiv,Tier 3,17,9,346,355
2025-09-01,Bihar,Sheikhpura,Tier 3,6,9,307,316
2025-09-02,Madhya Pradesh,Singrauli,Tier 3,8,40,309,349
2025-09-02,Punjab,Fatehgarh Sahib,Tier 3,12,3,92,95
2025-11-05,Gujarat,Gir Somnath,Tier 3,7,14,47,61
2025-09-06,Gujarat,Botad,Tier 3,8,21,38,59
2025-09-05,Madhya Pradesh,Jabalpur,Tier 2,13,4,82,86
2025-11-08,Uttar Pradesh,Sitapur,Tier 3,25,116,1987,2103
2025-11-09,Chhattisgarh,Surguja,Tier 3,8,71,115,186
2025-11-09,Uttarakhand,Nainital,Tier 3,14,38,163,201
2025-11-10,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Tier 3,7,14,71,85
2025-10-24,Haryana,Fatehabad,Tier 3,9,26,144,170
2025-09-12,Andaman and Nicobar Islands,Andamans,Tier 3,11,5,43,48
2025-09-11,Madhya Pradesh,Mandla,Tier 3,13,29,258,287
2025-11-13,West Bengal,Malda,Tier 3,34,163,1763,1926
2025-09-12,Telangana,Jayashankar Bhupalpally,Tier 3,10,17,259,276
2025-09-15,Andhra Pradesh,Tirupati,Tier 3,29,9,147,156
2025-09-15,Odisha,Jharsuguda,Tier 3,13,12,103,115
2025-10-30,Uttar Pradesh,Hapur,Tier 3,6,28,181,209
2025-11-17,Rajasthan,Kota,Tier 2,14,45,396,441
2025-10-29,Uttarakhand,Tehri Garhwal,Tier 3,13,3,115,118
2025-11-17,Telangana,Peddapalli,Tier 3,8,9,37,46
2025-09-19,Delhi,West Delhi,Tier 1,5,38,346,384
2025-12-18,Tripura,North Tripura,Tier 3,10,1,25,26
2025-09-20,Madhya Pradesh,Shahdol,Tier 3,13,32,261,293
2025-10-30,Chhattisgarh,Dhamtari,Tier 3,8,11,215,226
2025-11-17,Rajasthan,Hanumangarh,Tier 3,10,15,187,202
2025-11-16,Telangana,Jogulamba Gadwal,Tier 3,5,14,91,105
2025-11-18,Jharkhand,Godda,Tier 3,12,86,796,882
2025-12-27,Pondicherry,Karaikal,Tier 3,7,2,59,61
2025-09-18,Uttar Pradesh,Siddharthnagar,Tier 3,13,83,778,861
2025-11-02,Rajasthan,Sikar,Tier 3,37,38,182,220
2025-10-13,Uttarakhand,Haridwar,Tier 3,18,10,262,272
2025-10-15,Manipur,Senapati,Tier 3,11,17,54,71
2025-10-16,Chhattisgarh,Rajnandgaon,Tier 3,12,87,658,745
2025-10-17,Jammu and Kashmir,Anantnag,Tier 3,15,13,139,152
2025-11-07,Punjab,Patiala,Tier 3,17,34,447,481
2025-11-08,Madhya Pradesh,Niwari,Tier 3,7,1,14,15
2025-10-18,Assam,Udalguri,Tier 3,12,3,92,95
2025-10-26,Rajasthan,Dungarpur,Tier 3,18,34,566,600
2025-11-13,Bihar,Sheikhpura,Tier 3,4,7,47,54
2025-10-21,Karnataka,Kodagu,Tier 3,11,4,13,17
2025-10-23,Bihar,Rohtas,Tier 3,20,6,102,108
2025-11-01,Maharashtra,Amravati,Tier 2,14,27,1117,1144
2025-10-28,Maharashtra,Washim,Tier 3,8,2,226,228
2025-12-22,Uttar Pradesh,Ballia,Tier 3,39,66,924,990
2025-11-18,Andhra Pradesh,Annamayya,Tier 3,27,24,99,123
2025-12-28,Gujarat,Arvalli,Tier 3,7,6,29,35
2025-09-05,Maharashtra,Nanded,Tier 2,25,6,181,187
2025-11-05,Odisha,Gajapati,Tier 3,8,9,45,54
2025-10-19,Telangana,Bhadradri Kothagudem,Tier 3,16,57,161,218
2025-12-15,Punjab,Ferozepur,Tier 3,11,10,162,172
2025-12-27,Chhattisgarh,Balod,Tier 3,10,58,248,306
2025-10-31,Delhi,East Delhi,Tier 1,5,32,335,367
2025-12-29,Jharkhand,Palamu,Tier 3,7,50,274,324
2025-12-01,Tripura,Unakoti,Tier 3,7,6,41,47
2025-11-02,Karnataka,Mandya,Tier 3,14,6,39,45
2025-12-10,Rajasthan,Tonk,Tier 3,10,18,156,174
2025-09-03,Chhattisgarh,Bilaspur,Tier 2,23,60,757,817
2025-09-20,Assam,Chirang,Tier 3,8,3,38,41
2025-09-13,Punjab,Fazilka,Tier 3,11,16,245,261
2025-12-13,Madhya Pradesh,Jabalpur,Tier 2,25,41,559,600
2025-12-14,Odisha,Bargarh,Tier 3,20,61,142,203
2025-12-18,Madhya Pradesh,Narsinghpur,Tier 3,12,2,28,30
2025-10-21,Madhya Pradesh,Narsinghpur,Tier 3,12,7,24,31
2025-12-18,Punjab,Hoshiarpur,Tier 3,12,0,18,18
2025-09-19,Karnataka,Kodagu,Tier 3,15,4,67,71
2025-11-13,Tamil Nadu,Tiruppur,Tier 3,25,76,311,387
2025-11-05,Tripura,Dhalai,Tier 3,9,14,136,150
2025-11-17,Telangana,Suryapet,Tier 3,13,11,137,148
2025-10-16,Chhattisgarh,Baloda Bazar,Tier 3,15,56,527,583
2025-09-14,Chhattisgarh,Rajnandgaon,Tier 3,8,1,25,26
2025-11-17,Gujarat,Mahisagar,Tier 3,10,5,41,46
2025-12-16,Assam,Hojai,Tier 3,4,10,128,138
2025-11-12,Uttar Pradesh,Ghaziabad,Tier 2,24,180,2178,2358
2025-12-15,Himachal Pradesh,Chamba,Tier 3,14,20,155,175
2025-12-04,Odisha,Rayagada,Tier 3,18,48,330,378
2025-12-20,Madhya Pradesh,Shajapur,Tier 3,15,30,158,188
2025-10-29,Uttar Pradesh,Balrampur,Tier 3,9,37,532,569
2025-12-05,Madhya Pradesh,Morena,Tier 3,6,20,121,141
2025-11-05,Odisha,Kendujhar,Tier 3,20,26,122,148
2025-11-27,Assam,Bongaigaon,Tier 3,11,25,309,334
2025-12-08,Maharashtra,Akola,Tier 2,18,42,430,472
2025-11-29,Uttar Pradesh,Gonda,Tier 3,21,49,541,590
2025-11-10,Uttar Pradesh,Bahraich,Tier 3,21,125,1763,1888
2025-11-11,Jharkhand,Bokaro,Tier 3,26,49,630,679
2025-11-11,Andhra Pradesh,Kurnool,Tier 2,63,195,822,1017
2025-12-15,Assam,Chirang,Tier 3,9,16,212,228
2025-12-25,Haryana,Jind,Tier 3,5,11,101,112
2025-10-20,Haryana,Jind,Tier 3,6,6,32,38
2025-10-30,Uttarakhand,Haridwar,Tier 3,20,37,433,470
2025-09-01,Odisha,Rayagada,Tier 3,15,35,276,311
2025-12-22,Tripura,North Tripura,Tier 3,18,20,115,135
2025-09-05,Madhya Pradesh,Dewas,Tier 3,11,14,57,71
2025-09-17,Telangana,Jagitial,Tier 3,15,17,121,138
2025-09-07,Jharkhand,Gumla,Tier 3,12,2,41,43
2025-11-06,Uttar Pradesh,Kaushambi,Tier 3,14,90,731,821
2025-11-25,Uttar Pradesh,Sonbhadra,Tier 3,19,15,111,126
2025-11-27,Telangana,Nagarkurnool,Tier 3,14,37,184,221
2025-11-27,Rajasthan,Kota,Tier 2,29,92,1286,1378
2025-11-28,Bihar,Jehanabad,Tier 3,20,46,445,491
2025-10-30,Rajasthan,Karauli,Tier 3,14,33,133,166
2025-11-27,Madhya Pradesh,Sagar,Tier 3,24,51,635,686
2025-12-20,Chhattisgarh,Rajnandgaon,Tier 3,13,67,358,425
2025-11-27,Maharashtra,Sangli,Tier 2,53,80,3712,3792
2025-10-29,Uttar Pradesh,Deoria,Tier 3,19,54,378,432
2025-12-21,Assam,Dhubri,Tier 3,13,19,256,275
2025-12-22,Jharkhand,Simdega,Tier 3,6,16,101,117
2025-12-22,Odisha,Rayagada,Tier 3,14,13,132,145
2025-11-12,Assam,Darrang,Tier 3,8,19,112,131
2025-12-29,Rajasthan,Sirohi,Tier 3,12,16,137,153
2025-10-29,Meghalaya,Jaintia Hills,Tier 3,6,12,79,91
2025-12-06,Tamil Nadu,Kallakurichi,Tier 3,6,9,26,35
2025-11-16,Madhya Pradesh,Raisen,Tier 3,10,8,36,44
2025-12-20,Madhya Pradesh,Narsinghpur,Tier 3,15,32,108,140
2025-12-15,Uttar Pradesh,Hapur,Tier 3,10,52,504,556
2025-12-13,Odisha,Balangir,Tier 3,15,19,114,133
2025-12-21,Madhya Pradesh,Singrauli,Tier 3,11,46,166,212
2025-09-19,Jammu and Kashmir,Bandipore,Tier 3,3,8,32,40
2025-09-03,Madhya Pradesh,Bhind,Tier 3,15,53,215,268
2025-10-28,Madhya Pradesh,Narsinghpur,Tier 3,12,6,89,95
2025-11-17,Haryana,Ambala,Tier 3,8,10,119,129
2025-11-04,Uttar Pradesh,Shahjahanpur,Tier 3,14,89,1009,1098
2025-12-01,Bihar,Siwan,Tier 3,20,50,407,457
2025-10-17,Gujarat,Morbi,Tier 3,9,19,94,113
2025-12-06,Rajasthan,Tonk,Tier 3,5,15,129,144
2025-10-20,Jharkhand,Lohardaga,Tier 3,4,4,23,27
2025-12-15,Punjab,Sri Muktsar Sahib,Tier 3,10,7,99,106
2025-12-01,Maharashtra,Satara,Tier 3,33,33,562,595
2025-09-01,Haryana,Nuh,Tier 3,5,58,560,618
2025-12-03,Karnataka,Bengaluru South,Tier 3,19,28,288,316
2025-12-04,Bihar,Chhatrapati Sambhajinagar,Tier 3,28,123,947,1070
2025-12-05,Telangana,Kamareddy,Tier 3,17,46,255,301
2025-12-05,Punjab,Hoshiarpur,Tier 3,22,3,191,194
2025-12-07,Assam,Barpeta,Tier 3,12,28,334,362
2025-12-07,Karnataka,Kolar,Tier 3,16,27,138,165
2025-12-11,Gujarat,Dahod,Tier 2,12,33,274,307
2025-12-16,Jammu and Kashmir,Reasi,Tier 3,8,13,100,113
2025-12-21,Maharashtra,Sindhudurg,Tier 3,24,2,48,50
2025-11-25,Bihar,Araria,Tier 3,13,15,95,110
2025-12-27,Uttar Pradesh,Kushinagar,Tier 3,14,134,1341,1475
2025-12-28,Jharkhand,Ramgarh,Tier 3,19,21,135,156
2025-09-01,Maharashtra,Gondiya,Tier 3,10,11,189,200
2025-09-01,Punjab,Fazilka,Tier 3,7,28,369,397
2025-09-04,Kerala,Wayanad,Tier 3,10,1,16,17
2025-09-16,Odisha,Kandhamal,Tier 3,16,20,243,263
2025-09-18,Chhattisgarh,Jashpur,Tier 3,10,26,294,320
2025-09-18,Punjab,Ferozepur,Tier 3,23,15,352,367
2025-09-19,Uttar Pradesh,Banda,Tier 3,9,52,421,473
2025-11-04,Uttar Pradesh,Farrukhabad,Tier 3,11,22,282,304
2025-12-29,Telangana,Mulugu,Tier 3,9,11,41,52
2025-09-04,Maharashtra,Jalna,Tier 3,17,42,273,315
2025-10-23,Uttarakhand,Bageshwar,Tier 3,6,1,6,7
2025-10-31,Maharashtra,Hingoli,Tier 3,10,18,2604,2622
2025-11-04,Telangana,Jangaon,Tier 3,14,8,44,52
2025-09-06,Telangana,Karimnagar,Tier 2,67,100,750,850
2025-09-20,Assam,Dima Hasao,Tier 3,3,7,91,98
2025-12-26,Punjab,Sri Muktsar Sahib,Tier 3,12,8,175,183
2025-11-10,Jammu and Kashmir,Budgam,Tier 3,9,14,91,105
2025-10-19,Ladakh,Kargil,Tier 3,4,3,11,14
2025-12-20,Karnataka,Chamarajanagar,Tier 3,17,6,132,138
2025-11-03,Madhya Pradesh,Narmadapuram,Tier 3,11,44,158,202
2025-12-16,Bihar,Chhatrapati Sambhajinagar,Tier 3,21,115,834,949
2025-10-30,Sikkim,West Sikkim,Tier 3,3,2,23,25
2025-03-01,Madhya Pradesh,Umaria,Tier 3,6,646,8332,8978
2025-03-01,Chhattisgarh,Uttar Bastar Kanker,Tier 3,10,686,5410,6096
2025-03-01,Jharkhand,Seraikela-Kharsawan,Tier 3,8,418,8451,8869
2025-11-04,Assam,Marigaon,Tier 3,13,34,450,484
2025-11-04,Chhattisgarh,Bastar,Tier 3,9,69,327,396
2025-09-02,Madhya Pradesh,Ujjain,Tier 2,18,37,342,379
2025-11-05,Maharashtra,Parbhani,Tier 3,15,36,729,765
2025-10-26,Karnataka,Chamarajanagar,Tier 3,15,10,120,130
2025-09-06,Maharashtra,Nandurbar,Tier 3,9,3,33,36
2025-11-07,Rajasthan,Dholpur,Tier 3,11,81,360,441
2025-11-08,Uttarakhand,Pithoragarh,Tier 3,20,23,257,280
2025-09-08,Jammu and Kashmir,Kathua,Tier 3,16,14,245,259
2025-09-09,Jharkhand,Chatra,Tier 3,8,56,536,592
2025-10-25,Madhya Pradesh,Anuppur,Tier 3,8,1,82,83
2025-09-13,Madhya Pradesh,Gwalior,Tier 2,17,126,531,657
2025-11-16,Haryana,Panchkula,Tier 3,10,11,102,113
2025-09-15,Uttar Pradesh,Mahoba,Tier 3,8,52,371,423
2025-10-30,Haryana,Kurukshetra,Tier 3,11,24,131,155
2025-10-30,Tripura,North Tripura,Tier 3,13,2,74,76
2025-09-16,Uttar Pradesh,Chitrakoot,Tier 3,8,78,421,499
2025-11-18,Bihar,Rohtas,Tier 3,29,74,1045,1119
2025-11-19,Punjab,Fazilka,Tier 3,8,3,146,149
2025-09-01,Chhattisgarh,Rajnandgaon,Tier 3,12,84,622,706
2025-12-01,Rajasthan,Sirohi,Tier 3,11,18,153,171
2025-12-04,Chhattisgarh,Bemetara,Tier 3,8,35,462,497
2025-12-26,Assam,Golaghat,Tier 3,5,4,122,126
2025-11-07,Rajasthan,Bundi,Tier 3,12,23,210,233
2025-10-18,Goa,North Goa,Tier 3,9,3,41,44
2025-10-17,Uttar Pradesh,Shrawasti,Tier 3,11,37,516,553
2025-10-18,Madhya Pradesh,Burhanpur,Tier 3,3,4,38,42
2025-10-18,Madhya Pradesh,Jabalpur,Tier 2,13,27,229,256
2025-10-17,Rajasthan,Ganganagar,Tier 3,16,20,196,216
2025-10-18,Assam,Marigaon,Tier 3,4,15,151,166
2025-11-15,Uttar Pradesh,Hamirpur,Tier 2,10,19,404,423
2025-11-11,Telangana,Siddipet,Tier 3,15,22,177,199
2025-11-11,Bihar,Begusarai,Tier 3,24,84,694,778
2025-12-09,Odisha,Sambalpur,Tier 3,18,33,224,257
2025-10-24,Jammu and Kashmir,Rajouri,Tier 3,13,13,162,175
2025-10-24,Rajasthan,Kota,Tier 2,23,29,263,292
2025-10-24,Odisha,Kalahandi,Tier 3,26,106,684,790
2025-12-10,Odisha,Jharsuguda,Tier 3,15,13,138,151
2025-10-27,Mizoram,Aizawl,Tier 3,12,14,78,92
2025-11-15,Uttar Pradesh,Shamli,Tier 3,5,25,279,304
2025-11-16,Odisha,Sambalpur,Tier 3,17,20,63,83
2025-09-04,Odisha,Debagarh,Tier 3,6,9,69,78
2025-10-26,Odisha,Nabarangapur,Tier 3,5,17,135,152
2025-10-27,Jammu and Kashmir,Kathua,Tier 3,11,10,64,74
2025-10-28,Bihar,Katihar,Tier 3,13,29,293,322
2025-11-06,Punjab,Amritsar,Tier 2,29,51,684,735
2025-09-09,Tripura,Sepahijala,Tier 3,7,19,213,232
2025-12-02,Odisha,Angul,Tier 3,25,42,230,272
2025-12-02,Punjab,Fazilka,Tier 3,11,13,255,268
2025-12-04,Punjab,Bathinda,Tier 3,19,13,438,451
2025-12-04,Punjab,Moga,Tier 3,18,3,174,177
2025-11-04,Kerala,Wayanad,Tier 3,18,28,230,258
2025-11-27,Bihar,Sheikhpura,Tier 3,8,34,259,293
2025-12-09,Uttar Pradesh,Mainpuri,Tier 3,5,18,186,204
2025-12-22,Gujarat,Dahod,Tier 2,15,20,169,189
2025-12-14,Andhra Pradesh,Kakinada,Tier 2,20,28,230,258
2025-09-15,Madhya Pradesh,Agar Malwa,Tier 3,4,11,26,37
2025-11-05,Uttar Pradesh,Moradabad,Tier 2,14,91,849,940
2025-09-02,Madhya Pradesh,Dhar,Tier 3,15,40,405,445
2025-10-23,Madhya Pradesh,Panna,Tier 3,8,1,16,17
2025-11-06,Madhya Pradesh,Dewas,Tier 3,14,57,360,417
2025-11-17,Uttar Pradesh,Auraiya,Tier 3,8,18,176,194
2025-10-23,Rajasthan,Sirohi,Tier 3,9,0,18,18
2025-09-15,Uttarakhand,Tehri Garhwal,Tier 3,13,23,208,231
2025-10-24,Telangana,Jagitial,Tier 3,18,58,294,352
2025-10-31,Telangana,Wanaparthy,Tier 3,10,78,373,451
2025-12-26,Madhya Pradesh,Datia,Tier 3,8,68,500,568
2025-12-13,Madhya Pradesh,Damoh,Tier 3,13,24,309,333
2025-10-19,Andhra Pradesh,Srikakulam,Tier 3,37,131,252,383
2025-12-24,Himachal Pradesh,Bilaspur,Tier 2,14,10,47,57
2025-10-25,Rajasthan,Udaipur,Tier 3,33,51,775,826
2025-10-20,Madhya Pradesh,Katni,Tier 3,9,12,37,49
2025-12-07,Uttar Pradesh,Hapur,Tier 3,10,32,412,444
2025-12-09,Punjab,Malerkotla,Tier 3,4,7,54,61
2025-09-02,Nagaland,Phek,Tier 3,5,1,25,26
2025-12-23,Meghalaya,West Khasi Hills,Tier 3,3,10,26,36
2025-10-13,Manipur,Imphal East,Tier 3,6,8,56,64
2025-12-13,Uttar Pradesh,Kanpur Dehat,Tier 3,12,27,350,377
2025-12-19,Maharashtra,Hingoli,Tier 3,9,25,435,460
2025-09-08,Bihar,Kaimur (Bhabua),Tier 3,13,111,2431,2542
2025-10-20,Madhya Pradesh,Tikamgarh,Tier 3,7,5,11,16
2025-11-08,Punjab,Mansa,Tier 3,8,1,81,82
2025-11-10,Bihar,Araria,Tier 3,9,42,716,758
2025-12-09,Gujarat,Morbi,Tier 3,6,10,66,76
2025-12-14,Jammu and Kashmir,Udhampur,Tier 3,9,3,25,28
2025-10-28,Punjab,Pathankot,Tier 3,7,3,86,89
2025-12-18,Gujarat,Bhavnagar,Tier 2,26,7,91,98
2025-12-20,Jharkhand,Khunti,Tier 3,7,11,88,99
2025-12-06,Punjab,Hoshiarpur,Tier 3,19,4,90,94
2025-12-12,Tamil Nadu,Karur,Tier 3,35,61,375,436
2025-10-31,Tamil Nadu,Tirupattur,Tier 3,24,23,120,143
2025-12-08,Meghalaya,Jaintia Hills,Tier 3,6,44,196,240
2025-11-29,Uttar Pradesh,Agra,Tier 2,17,87,1474,1561
2025-11-06,Nagaland,Chumukedima,Tier 3,3,4,42,46
2025-12-22,Rajasthan,Kota,Tier 2,29,37,360,397
2025-11-10,Rajasthan,Bundi,Tier 3,17,49,391,440
2025-11-13,Meghalaya,Ri Bhoi,Tier 3,4,2,23,25
2025-10-28,Delhi,North West Delhi,Tier 1,7,25,164,189
2025-12-05,Uttar Pradesh,Agra,Tier 2,18,84,913,997
2025-09-02,Haryana,Jind,Tier 3,11,18,170,188
2025-09-05,Telangana,Mancherial,Tier 3,17,9,100,109
2025-09-10,Assam,Nalbari,Tier 3,27,30,214,244
2025-09-10,Madhya Pradesh,Sagar,Tier 3,25,124,688,812
2025-09-12,Bihar,Sitamarhi,Tier 3,16,118,1648,1766
2025-09-11,Uttar Pradesh,Baghpat,Tier 3,10,41,313,354
2025-10-26,Madhya Pradesh,Damoh,Tier 3,12,29,300,329
2025-09-11,Bihar,Kaimur (Bhabua),Tier 3,9,58,978,1036
2025-11-01,Himachal Pradesh,Bilaspur,Tier 2,20,14,60,74
2025-11-26,Uttar Pradesh,Lalitpur,Tier 3,7,6,151,157
2025-11-15,Himachal Pradesh,Una,Tier 3,19,5,68,73
2025-12-15,Telangana,Suryapet,Tier 3,11,26,160,186
2025-12-24,Odisha,Bhadrak,Tier 3,15,15,88,103
2025-12-28,Jharkhand,Giridih,Tier 3,13,55,238,293
2025-09-07,Madhya Pradesh,Dhar,Tier 3,10,2,26,28
2025-09-09,Rajasthan,Karauli,Tier 3,18,68,440,508
2025-09-20,Maharashtra,Dharashiv,Tier 3,23,26,222,248
2025-12-22,Jammu and Kashmir,Kupwara,Tier 3,7,12,71,83
2025-10-31,Gujarat,Sabarkantha,Tier 3,38,44,352,396
2025-10-29,Madhya Pradesh,Guna,Tier 3,10,15,183,198
2025-12-29,Haryana,Sonipat,Tier 3,9,8,123,131
